epoch	loss	psnr	ssim	time_s	lr
0	0.008136	26.767317	0.796750	89.40	0.00020000
1	0.002491	28.891167	0.837610	62.83	0.00019995
2	0.001764	29.278099	0.840432	63.92	0.00019980
3	0.001559	28.889464	0.831641	59.15	0.00019955
4	0.001439	29.467894	0.863347	62.91	0.00019920
5	0.001281	30.889668	0.868931	56.95	0.00019875
6	0.001217	30.764606	0.870233	62.04	0.00019820
7	0.001167	31.004205	0.873794	61.81	0.00019756
8	0.001193	30.580037	0.873152	58.98	0.00019681
9	0.001155	31.345266	0.875272	63.25	0.00019597
10	0.001095	31.464745	0.878841	62.47	0.00019503
11	0.001099	30.719317	0.878070	56.86	0.00019400
12	0.000944	31.634630	0.882859	52.49	0.00019287
13	0.000935	31.623306	0.882782	61.68	0.00019165
14	0.000979	31.181758	0.880023	54.26	0.00019034
15	0.000904	32.230345	0.886903	55.20	0.00018894
16	0.000919	32.343121	0.888329	61.06	0.00018745
17	0.000929	32.231310	0.888042	55.98	0.00018587
18	0.000901	31.513223	0.888975	54.94	0.00018420
19	0.000914	30.548857	0.891156	54.15	0.00018246
20	0.000887	32.509301	0.891088	60.03	0.00018062
21	0.000864	32.328035	0.891736	60.57	0.00017871
22	0.000803	31.895753	0.892584	61.65	0.00017672
23	0.000840	32.403367	0.894599	56.19	0.00017465
24	0.000792	32.243521	0.892219	57.52	0.00017251
25	0.000790	32.192802	0.892315	60.68	0.00017030
26	0.000943	32.066025	0.893344	61.38	0.00016801
27	0.000761	32.577210	0.895184	57.08	0.00016566
28	0.000744	32.004446	0.896326	57.02	0.00016324
29	0.000758	31.985444	0.897827	59.03	0.00016076
30	0.000756	32.851776	0.897213	53.59	0.00015822
31	0.000795	33.062178	0.899890	58.72	0.00015562
32	0.000751	33.239578	0.901197	61.99	0.00015296
33	0.000756	33.028524	0.902172	63.56	0.00015025
34	0.000690	33.005747	0.900728	60.91	0.00014749
35	0.000718	33.110849	0.901700	59.58	0.00014468
36	0.000717	33.479791	0.905581	66.68	0.00014183
37	0.000703	33.317203	0.902352	59.42	0.00013894
38	0.000729	33.035851	0.902006	56.22	0.00013601
39	0.000708	33.348054	0.906432	65.41	0.00013304
40	0.000674	33.132293	0.901660	61.75	0.00013004
41	0.000679	33.304615	0.905318	61.39	0.00012701
42	0.000686	33.421774	0.904747	59.88	0.00012396
43	0.000685	33.197451	0.905135	58.03	0.00012088
44	0.000668	33.274932	0.903799	53.18	0.00011778
45	0.000680	32.765531	0.903036	51.82	0.00011466
46	0.000642	33.273628	0.905791	53.51	0.00011153
47	0.000656	33.516882	0.906032	51.38	0.00010839
48	0.000667	33.615650	0.906661	56.06	0.00010523
49	0.000632	33.273325	0.907536	62.09	0.00010208
50	0.000632	33.826244	0.912151	60.91	0.00009892
51	0.000624	33.839516	0.909373	57.57	0.00009577
52	0.000618	33.648550	0.909151	51.98	0.00009261
53	0.000641	33.759818	0.910369	57.68	0.00008947
54	0.000597	33.847565	0.909208	62.80	0.00008634
55	0.000623	33.841553	0.910810	55.75	0.00008322
56	0.000603	33.887044	0.910250	60.93	0.00008012
57	0.000609	33.382619	0.909896	54.58	0.00007704
58	0.000568	33.888874	0.913078	59.88	0.00007399
59	0.000579	33.967856	0.910661	58.55	0.00007096
60	0.000561	33.922965	0.912406	63.01	0.00006796
61	0.000558	33.973502	0.913557	59.65	0.00006499
62	0.000574	33.919831	0.913308	54.55	0.00006206
63	0.000577	34.011138	0.913223	59.32	0.00005917
64	0.000549	34.070344	0.914879	56.32	0.00005632
65	0.000582	34.105039	0.914514	64.11	0.00005351
66	0.000551	34.189807	0.915431	57.32	0.00005075
67	0.000537	34.150864	0.914350	54.03	0.00004804
68	0.000559	34.215760	0.915201	50.40	0.00004538
69	0.000564	34.192212	0.912988	52.26	0.00004278
70	0.000541	34.078718	0.914417	54.80	0.00004024
71	0.000554	34.026301	0.912606	57.18	0.00003776
72	0.000531	34.205221	0.913191	60.29	0.00003534
73	0.000534	34.279224	0.914335	61.88	0.00003299
74	0.000539	34.135103	0.911139	55.37	0.00003070
75	0.000516	34.241224	0.914826	64.45	0.00002849
76	0.000533	34.299753	0.915544	54.07	0.00002635
77	0.000518	34.331443	0.916338	52.51	0.00002428
78	0.000515	34.338902	0.916277	56.03	0.00002229
79	0.000532	34.431441	0.917834	51.84	0.00002038
80	0.000526	34.377265	0.916940	50.99	0.00001854
81	0.000522	34.410451	0.918204	56.41	0.00001680
82	0.000510	34.382344	0.915305	56.45	0.00001513
83	0.000529	34.374104	0.915284	55.99	0.00001355
84	0.000516	34.460339	0.917087	53.02	0.00001206
85	0.000524	34.480785	0.917293	58.83	0.00001066
86	0.000526	34.465259	0.917445	60.02	0.00000935
87	0.000520	34.475489	0.917973	60.88	0.00000813
88	0.000515	34.522607	0.917932	57.74	0.00000700
89	0.000517	34.524780	0.917702	61.85	0.00000597
90	0.000502	34.508350	0.917813	55.73	0.00000503
91	0.000500	34.506406	0.917745	56.59	0.00000419
92	0.000504	34.512872	0.917947	58.23	0.00000344
93	0.000515	34.503995	0.917615	59.04	0.00000280
94	0.000523	34.529985	0.918054	61.71	0.00000225
95	0.000514	34.520239	0.918048	62.86	0.00000180
96	0.000500	34.519149	0.917954	60.76	0.00000145
97	0.000510	34.522002	0.917832	61.74	0.00000120
98	0.000516	34.515332	0.917747	59.18	0.00000105
99	0.000510	34.518361	0.917771	59.43	0.00000100
