epoch	loss	psnr	ssim	time_s	lr
0	0.008214	25.840880	0.785017	107.50	0.00020000
1	0.002295	29.005560	0.835101	83.89	0.00019995
2	0.001893	29.147012	0.843236	77.90	0.00019980
3	0.001538	29.918026	0.856087	82.33	0.00019955
4	0.001408	30.208677	0.862439	82.50	0.00019920
5	0.001283	30.184949	0.868103	75.53	0.00019875
6	0.001165	31.227320	0.869897	79.84	0.00019820
7	0.001119	29.318233	0.869034	75.38	0.00019756
8	0.001128	31.861994	0.877227	82.81	0.00019681
9	0.001034	31.669197	0.878892	76.32	0.00019597
10	0.001027	31.950084	0.879577	77.62	0.00019503
11	0.001011	31.619982	0.882002	76.35	0.00019400
12	0.000942	31.901708	0.883603	109.93	0.00019287
13	0.000937	32.325660	0.885070	76.39	0.00019165
14	0.000943	31.421872	0.886687	87.67	0.00019034
15	0.000994	32.352738	0.890896	74.91	0.00018894
16	0.000807	32.197548	0.889904	84.31	0.00018745
17	0.000795	32.498409	0.892384	80.76	0.00018587
18	0.000820	32.348726	0.889000	78.65	0.00018420
19	0.000817	32.691113	0.896217	79.83	0.00018246
20	0.000811	32.207351	0.891211	86.94	0.00018062
21	0.000799	32.640927	0.896415	76.57	0.00017871
22	0.000777	32.726326	0.893432	81.41	0.00017672
23	0.000748	32.464341	0.897665	85.70	0.00017465
24	0.000793	31.952909	0.897844	75.91	0.00017251
25	0.000765	32.365287	0.898612	80.96	0.00017030
26	0.000750	32.554176	0.900337	79.79	0.00016801
27	0.000742	30.943875	0.896265	80.87	0.00016566
28	0.000737	33.189324	0.900552	81.82	0.00016324
29	0.000697	33.218301	0.905439	77.09	0.00016076
30	0.000710	33.276979	0.905179	73.92	0.00015822
31	0.000716	33.181868	0.905653	78.12	0.00015562
32	0.000682	33.188363	0.903407	71.37	0.00015296
33	0.000683	33.250580	0.904695	76.92	0.00015025
34	0.000687	33.053356	0.903698	84.37	0.00014749
35	0.000675	33.229208	0.907018	79.85	0.00014468
36	0.000666	33.431688	0.905399	80.81	0.00014183
37	0.000700	33.476281	0.906945	80.69	0.00013894
38	0.000646	33.060492	0.905720	81.61	0.00013601
39	0.000654	33.421897	0.905328	73.56	0.00013304
40	0.000632	33.299656	0.905611	84.65	0.00013004
41	0.000613	32.938379	0.907408	77.96	0.00012701
42	0.000617	33.344366	0.908687	83.37	0.00012396
43	0.000632	33.647468	0.907896	77.65	0.00012088
44	0.000608	33.937631	0.911463	77.09	0.00011778
45	0.000601	33.567817	0.906596	79.53	0.00011466
46	0.000579	33.494650	0.914533	79.12	0.00011153
47	0.000574	33.672482	0.910840	78.19	0.00010839
48	0.000558	34.019171	0.912439	75.04	0.00010523
49	0.000559	33.974882	0.913631	76.57	0.00010208
50	0.000608	34.102342	0.913043	79.43	0.00009892
51	0.000548	34.101547	0.914412	79.88	0.00009577
52	0.000555	33.849932	0.910231	83.13	0.00009261
53	0.000543	34.203471	0.916572	75.66	0.00008947
54	0.000533	33.930211	0.913463	80.57	0.00008634
55	0.000550	34.332226	0.915760	78.43	0.00008322
56	0.000534	34.457460	0.917701	81.33	0.00008012
57	0.000521	34.329966	0.916702	82.69	0.00007704
58	0.000528	34.444970	0.916529	82.16	0.00007399
59	0.000526	34.277923	0.917177	82.01	0.00007096
60	0.000511	34.489857	0.917132	78.71	0.00006796
61	0.000519	34.736664	0.920481	75.57	0.00006499
62	0.000515	34.623549	0.919333	82.94	0.00006206
63	0.000523	34.744924	0.921717	81.47	0.00005917
64	0.000490	34.340646	0.916681	81.79	0.00005632
65	0.000489	34.399719	0.917713	75.19	0.00005351
66	0.000509	34.653403	0.917255	81.56	0.00005075
67	0.000477	34.605739	0.917818	84.17	0.00004804
68	0.000482	34.627059	0.917532	76.00	0.00004538
69	0.000489	34.698833	0.918566	75.04	0.00004278
70	0.000467	34.654888	0.918368	80.41	0.00004024
71	0.000502	34.685490	0.917464	78.77	0.00003776
72	0.000489	34.693740	0.918899	81.64	0.00003534
73	0.000481	34.716086	0.920474	70.79	0.00003299
74	0.000484	34.796778	0.920701	75.85	0.00003070
75	0.000482	34.888512	0.923278	77.27	0.00002849
76	0.000461	34.889375	0.922882	77.88	0.00002635
77	0.000480	34.826334	0.923597	79.25	0.00002428
78	0.000484	34.909914	0.922562	79.61	0.00002229
79	0.000473	34.915421	0.921891	81.51	0.00002038
80	0.000474	34.906654	0.921893	84.05	0.00001854
81	0.000479	34.966476	0.923340	78.72	0.00001680
82	0.000470	34.957186	0.923804	80.24	0.00001513
83	0.000471	34.988976	0.923805	83.41	0.00001355
84	0.000480	34.962889	0.921897	86.50	0.00001206
85	0.000473	34.958443	0.922025	78.51	0.00001066
86	0.000454	34.967764	0.922029	88.04	0.00000935
87	0.000481	34.952838	0.921295	84.03	0.00000813
88	0.000446	34.966371	0.921980	81.98	0.00000700
89	0.000467	34.968187	0.921555	82.05	0.00000597
90	0.000463	34.984921	0.921636	85.78	0.00000503
91	0.000461	34.979584	0.921965	78.98	0.00000419
92	0.000459	34.982059	0.921881	81.92	0.00000344
93	0.000458	34.979169	0.921719	81.88	0.00000280
94	0.000449	34.991553	0.921763	83.20	0.00000225
95	0.000454	35.001454	0.922157	76.48	0.00000180
96	0.000457	34.996181	0.922119	81.78	0.00000145
97	0.000453	35.008427	0.922217	86.00	0.00000120
98	0.000460	34.995365	0.922199	81.90	0.00000105
99	0.000461	35.000076	0.922321	81.36	0.00000100
