epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
250	0.001600	31.499725	0.892252	6.41	0.00010019	random	96x192,192x384,384x768
251	0.002010	31.494782	0.892201	5.83	0.00009956	random	96x192,192x384,384x768
252	0.001602	31.502102	0.892342	5.47	0.00009893	random	96x192,192x384,384x768
253	0.001622	31.512307	0.892433	6.15	0.00009831	random	96x192,192x384,384x768
254	0.001745	31.510585	0.892442	5.59	0.00009768	random	96x192,192x384,384x768
255	0.001656	31.499796	0.892436	5.97	0.00009706	random	96x192,192x384,384x768
256	0.001763	31.482701	0.892532	5.47	0.00009643	random	96x192,192x384,384x768
257	0.001799	31.505170	0.892636	5.08	0.00009580	random	96x192,192x384,384x768
258	0.001711	31.495716	0.892758	5.48	0.00009518	random	96x192,192x384,384x768
259	0.001783	31.503617	0.892789	5.69	0.00009455	random	96x192,192x384,384x768
260	0.001905	31.505919	0.892918	6.07	0.00009393	random	96x192,192x384,384x768
261	0.001783	31.510251	0.893016	5.62	0.00009330	random	96x192,192x384,384x768
262	0.001714	31.507626	0.892977	6.54	0.00009268	random	96x192,192x384,384x768
263	0.001684	31.509194	0.893026	5.46	0.00009205	random	96x192,192x384,384x768
264	0.001546	31.524916	0.893115	5.57	0.00009143	random	96x192,192x384,384x768
265	0.001656	31.530027	0.893202	5.75	0.00009081	random	96x192,192x384,384x768
266	0.001718	31.537283	0.893283	6.04	0.00009018	random	96x192,192x384,384x768
267	0.001607	31.547440	0.893428	4.22	0.00008956	random	96x192,192x384,384x768
268	0.001575	31.560448	0.893527	4.75	0.00008894	random	96x192,192x384,384x768
269	0.001656	31.562718	0.893627	5.60	0.00008832	random	96x192,192x384,384x768
270	0.001711	31.550226	0.893676	5.68	0.00008769	random	96x192,192x384,384x768
271	0.001677	31.518719	0.893672	6.08	0.00008707	random	96x192,192x384,384x768
272	0.001606	31.516816	0.893695	5.59	0.00008645	random	96x192,192x384,384x768
273	0.001571	31.510697	0.893755	5.32	0.00008583	random	96x192,192x384,384x768
274	0.001538	31.511542	0.893734	5.02	0.00008521	random	96x192,192x384,384x768
275	0.001768	31.482218	0.893615	5.41	0.00008459	random	96x192,192x384,384x768
276	0.001654	31.477312	0.893683	6.20	0.00008398	random	96x192,192x384,384x768
277	0.001577	31.483921	0.893669	5.67	0.00008336	random	96x192,192x384,384x768
278	0.001744	31.510790	0.893811	6.34	0.00008274	random	96x192,192x384,384x768
279	0.001581	31.501453	0.893834	5.90	0.00008213	random	96x192,192x384,384x768
280	0.001616	31.506650	0.893827	5.44	0.00008151	random	96x192,192x384,384x768
281	0.001632	31.486628	0.893787	5.68	0.00008090	random	96x192,192x384,384x768
282	0.001728	31.483369	0.893896	5.52	0.00008028	random	96x192,192x384,384x768
283	0.001667	31.465139	0.893997	5.29	0.00007967	random	96x192,192x384,384x768
284	0.001959	31.428991	0.893942	5.33	0.00007906	random	96x192,192x384,384x768
285	0.001632	31.421217	0.893968	4.86	0.00007845	random	96x192,192x384,384x768
286	0.001741	31.411091	0.894016	5.74	0.00007784	random	96x192,192x384,384x768
287	0.001676	31.407379	0.894031	5.19	0.00007723	random	96x192,192x384,384x768
288	0.001673	31.412934	0.894070	6.07	0.00007662	random	96x192,192x384,384x768
289	0.001613	31.414979	0.894040	4.95	0.00007601	random	96x192,192x384,384x768
