epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
140	0.002227	29.887219	0.874009	0.84	0.00016379	progressive	96x192
141	0.002530	30.266263	0.878790	0.85	0.00016330	progressive	96x192
142	0.002353	29.925340	0.880199	0.84	0.00016282	progressive	96x192
143	0.002698	29.320341	0.878709	0.83	0.00016233	progressive	96x192
144	0.002226	29.506097	0.879968	0.84	0.00016184	progressive	96x192
145	0.002106	30.552877	0.881326	0.84	0.00016134	progressive	96x192
146	0.002134	28.828461	0.875234	0.84	0.00016084	progressive	96x192
147	0.001942	30.642087	0.880969	0.83	0.00016034	progressive	96x192
148	0.002178	28.306455	0.878853	0.84	0.00015984	progressive	96x192
149	0.002457	29.033546	0.878095	0.84	0.00015934	progressive	96x192
150	0.002246	29.597147	0.877748	1.00	0.00015883	progressive	192x384
151	0.002205	30.575402	0.882081	0.84	0.00015832	progressive	192x384
152	0.002040	28.758565	0.872432	0.84	0.00015781	progressive	192x384
153	0.002280	29.135391	0.878155	0.85	0.00015730	progressive	192x384
154	0.001892	30.579050	0.882517	0.84	0.00015678	progressive	192x384
155	0.002154	30.152966	0.877794	0.83	0.00015627	progressive	192x384
156	0.002233	30.325110	0.879404	0.83	0.00015575	progressive	192x384
157	0.002094	30.077461	0.882517	0.85	0.00015522	progressive	192x384
158	0.002159	30.701459	0.879604	0.84	0.00015470	progressive	192x384
159	0.002333	29.694063	0.882805	0.84	0.00015417	progressive	192x384
160	0.002591	29.461166	0.877879	0.84	0.00015365	progressive	192x384
161	0.002037	28.313474	0.867995	0.85	0.00015311	progressive	192x384
162	0.002072	29.521753	0.875486	0.85	0.00015258	progressive	192x384
163	0.002170	30.579415	0.879883	0.85	0.00015205	progressive	192x384
164	0.002143	29.442500	0.881319	0.84	0.00015151	progressive	192x384
165	0.002571	27.098024	0.874656	0.85	0.00015097	progressive	192x384
166	0.002157	30.501176	0.884105	0.84	0.00015043	progressive	192x384
167	0.002085	30.721347	0.882473	0.86	0.00014989	progressive	192x384
