epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.000195	39.671767	0.956673	144.83	0.00001000	random	128x128	4
1	0.000196	39.597546	0.956378	14.64	0.00001000	random	128x128	4
2	0.000195	39.644726	0.956673	13.69	0.00001000	random	128x128	4
3	0.000186	39.667551	0.956496	14.20	0.00001000	random	128x128	4
4	0.000199	39.638780	0.956541	13.63	0.00001000	random	128x128	4
5	0.000185	39.671791	0.956765	14.11	0.00001000	random	128x128	4
6	0.000198	39.651745	0.956491	13.66	0.00001000	random	128x128	4
7	0.000193	39.665815	0.956621	14.22	0.00001000	random	128x128	4
8	0.000189	39.647108	0.956547	14.28	0.00001000	random	128x128	4
9	0.000197	39.666115	0.956689	13.70	0.00001000	random	128x128	4
10	0.000202	39.655067	0.956591	14.22	0.00001000	random	128x128	4
11	0.000194	39.610994	0.956506	13.66	0.00001000	random	128x128	4
12	0.000206	39.626272	0.956590	14.19	0.00001000	random	128x128	4
13	0.000190	39.578072	0.956390	13.64	0.00001000	random	128x128	4
14	0.000197	39.600467	0.956455	14.18	0.00001000	random	128x128	4
15	0.000194	39.650801	0.956683	13.67	0.00001000	random	128x128	4
16	0.000203	39.661877	0.956751	14.19	0.00001000	random	128x128	4
17	0.000193	39.617852	0.956610	13.66	0.00001000	random	128x128	4
18	0.000190	39.600703	0.956474	14.18	0.00001000	random	128x128	4
19	0.000198	39.589011	0.956404	13.72	0.00001000	random	128x128	4
20	0.000182	39.592632	0.956429	14.19	0.00001000	random	128x128	4
21	0.000192	39.646428	0.956548	13.63	0.00001000	random	128x128	4
22	0.000192	39.648189	0.956710	14.18	0.00001000	random	128x128	4
23	0.000185	39.632517	0.956560	14.20	0.00001000	random	128x128	4
24	0.000193	39.604831	0.956315	13.61	0.00001000	random	128x128	4
25	0.000192	39.631666	0.956671	14.17	0.00001000	random	128x128	4
26	0.000187	39.599010	0.956654	13.63	0.00001000	random	128x128	4
27	0.000196	39.452430	0.955360	14.21	0.00001000	random	128x128	4
28	0.000194	39.547132	0.956224	13.76	0.00001000	random	128x128	4
29	0.000193	39.611523	0.956486	14.24	0.00001000	random	128x128	4
30	0.000195	39.614366	0.956433	13.69	0.00001000	random	128x128	4
31	0.000194	39.625030	0.956568	14.24	0.00001000	random	128x128	4
32	0.000192	39.628680	0.956515	13.64	0.00001000	random	128x128	4
33	0.000184	39.627920	0.956458	14.21	0.00001000	random	128x128	4
34	0.000193	39.662678	0.956614	13.70	0.00001000	random	128x128	4
35	0.000196	39.592010	0.956337	14.25	0.00001000	random	128x128	4
36	0.000199	39.632618	0.956530	13.74	0.00001000	random	128x128	4
37	0.000188	39.679794	0.956674	14.25	0.00001000	random	128x128	4
38	0.000201	39.650074	0.956417	14.23	0.00001000	random	128x128	4
39	0.000203	39.669052	0.956489	13.65	0.00001000	random	128x128	4
40	0.000194	39.650192	0.956403	14.20	0.00001000	random	128x128	4
41	0.000190	39.636562	0.956619	13.66	0.00001000	random	128x128	4
42	0.000190	39.616188	0.956439	14.30	0.00001000	random	128x128	4
43	0.000199	39.649133	0.956531	13.71	0.00001000	random	128x128	4
44	0.000184	39.669982	0.956579	14.22	0.00001000	random	128x128	4
45	0.000182	39.612284	0.956442	13.66	0.00001000	random	128x128	4
46	0.000202	39.589255	0.956323	14.28	0.00001000	random	128x128	4
47	0.000197	39.630700	0.956516	13.66	0.00001000	random	128x128	4
48	0.000193	39.671651	0.956766	14.31	0.00001000	random	128x128	4
49	0.000198	39.641714	0.956505	13.95	0.00001000	random	128x128	4
50	0.000192	39.631716	0.956555	14.66	0.00001000	random	128x128	4
51	0.000190	39.651263	0.956398	14.48	0.00001000	random	128x128	4
52	0.000195	39.665361	0.956577	13.92	0.00001000	random	128x128	4
53	0.000188	39.645598	0.956636	14.36	0.00001000	random	128x128	4
54	0.000193	39.648829	0.956455	13.67	0.00001000	random	128x128	4
55	0.000195	39.645871	0.956480	14.25	0.00001000	random	128x128	4
56	0.000195	39.637725	0.956402	13.70	0.00001000	random	128x128	4
57	0.000188	39.670261	0.956625	14.24	0.00001000	random	128x128	4
58	0.000184	39.655036	0.956445	13.61	0.00001000	random	128x128	4
59	0.000192	39.639807	0.956515	14.15	0.00001000	random	128x128	4
60	0.000188	39.636490	0.956467	13.68	0.00001000	random	128x128	4
61	0.000192	39.608937	0.956337	14.26	0.00001000	random	128x128	4
62	0.000183	39.617357	0.956403	13.66	0.00001000	random	128x128	4
63	0.000198	39.647715	0.956648	14.24	0.00001000	random	128x128	4
64	0.000187	39.691702	0.956798	13.64	0.00001000	random	128x128	4
65	0.000187	39.678051	0.956841	14.22	0.00001000	random	128x128	4
66	0.000190	39.680583	0.956944	14.13	0.00001000	random	128x128	4
67	0.000190	39.651229	0.956670	13.67	0.00001000	random	128x128	4
68	0.000190	39.692595	0.956771	14.21	0.00001000	random	128x128	4
69	0.000196	39.667598	0.956688	13.64	0.00001000	random	128x128	4
70	0.000193	39.611025	0.956450	14.20	0.00001000	random	128x128	4
71	0.000191	39.578456	0.956346	13.69	0.00001000	random	128x128	4
72	0.000200	39.620349	0.956474	14.25	0.00001000	random	128x128	4
73	0.000188	39.615415	0.956448	13.69	0.00001000	random	128x128	4
