epoch	loss	psnr	ssim	time_s	lr
0	0.007127	27.161701	0.812893	89.09	0.00020000
1	0.002104	28.547072	0.839738	44.46	0.00019995
2	0.001663	30.043595	0.851112	46.40	0.00019980
3	0.001473	29.669263	0.850482	45.21	0.00019955
4	0.001336	30.609301	0.866633	43.65	0.00019920
5	0.001275	29.234829	0.869268	43.05	0.00019875
6	0.001153	30.340816	0.874507	49.21	0.00019820
7	0.001172	30.064212	0.874799	48.29	0.00019756
8	0.001113	30.699365	0.874079	48.27	0.00019681
9	0.001134	31.019746	0.872306	47.18	0.00019597
10	0.001015	31.719751	0.877071	46.53	0.00019503
11	0.001027	31.691133	0.883072	48.60	0.00019400
12	0.001071	31.928846	0.880662	45.02	0.00019287
13	0.000943	32.317317	0.885122	49.02	0.00019165
14	0.000903	32.233217	0.887371	49.04	0.00019034
15	0.001017	32.061976	0.884109	47.47	0.00018894
16	0.000914	32.024814	0.886874	49.65	0.00018745
17	0.000850	32.269161	0.886659	45.11	0.00018587
18	0.000892	32.013500	0.889526	43.25	0.00018420
19	0.000880	32.497077	0.889953	52.70	0.00018246
20	0.000841	31.980890	0.891539	47.53	0.00018062
21	0.000821	31.949774	0.892886	45.62	0.00017871
22	0.000843	32.151694	0.893874	44.85	0.00017672
23	0.000826	31.780102	0.894195	47.13	0.00017465
24	0.000818	32.574475	0.899148	46.69	0.00017251
25	0.000791	32.919921	0.898024	49.60	0.00017030
26	0.000816	31.965166	0.896416	43.08	0.00016801
27	0.000742	32.975612	0.900289	49.42	0.00016566
28	0.000760	32.858262	0.898153	47.19	0.00016324
29	0.000794	33.153063	0.899143	44.42	0.00016076
30	0.000702	32.872626	0.900995	44.18	0.00015822
31	0.000781	32.729085	0.895877	50.69	0.00015562
32	0.000721	32.580461	0.901927	48.33	0.00015296
33	0.000727	32.270703	0.899755	43.55	0.00015025
34	0.000729	33.264090	0.903114	48.14	0.00014749
35	0.000733	33.339071	0.903815	42.33	0.00014468
36	0.000676	33.234583	0.903961	50.01	0.00014183
37	0.000695	33.169311	0.901667	47.61	0.00013894
38	0.000680	32.920283	0.907173	48.46	0.00013601
39	0.000702	32.681419	0.905758	46.54	0.00013304
40	0.000664	33.358256	0.907755	45.61	0.00013004
41	0.000656	33.415621	0.906555	41.81	0.00012701
42	0.000681	33.448877	0.904110	47.51	0.00012396
43	0.000692	33.290901	0.905986	43.40	0.00012088
44	0.000670	33.573353	0.906203	49.79	0.00011778
45	0.000638	33.644665	0.907538	45.29	0.00011466
46	0.000649	33.677121	0.909908	48.62	0.00011153
47	0.000634	33.526770	0.909609	46.85	0.00010839
48	0.000633	32.994727	0.907663	45.75	0.00010523
49	0.000617	33.612960	0.910425	43.30	0.00010208
50	0.000631	33.625194	0.908432	48.70	0.00009892
51	0.000597	33.554903	0.910488	45.87	0.00009577
52	0.000580	33.735347	0.908692	47.14	0.00009261
53	0.000574	33.518708	0.914085	48.39	0.00008947
54	0.000599	33.754402	0.910327	45.28	0.00008634
55	0.000590	33.934044	0.913816	47.17	0.00008322
56	0.000567	33.787646	0.914719	48.08	0.00008012
57	0.000562	33.989453	0.915411	48.75	0.00007704
58	0.000559	33.602941	0.913089	46.66	0.00007399
59	0.000574	33.882219	0.915005	46.37	0.00007096
60	0.000547	34.023724	0.915871	46.20	0.00006796
61	0.000546	33.916191	0.911743	50.50	0.00006499
62	0.000548	34.267080	0.918618	48.45	0.00006206
63	0.000553	34.010494	0.916637	46.74	0.00005917
64	0.000545	34.027941	0.917117	47.65	0.00005632
65	0.000543	33.924566	0.914938	46.82	0.00005351
66	0.000530	33.877772	0.914198	46.88	0.00005075
67	0.000554	34.252980	0.917541	46.38	0.00004804
68	0.000525	34.092716	0.916063	48.84	0.00004538
69	0.000543	34.164395	0.916309	50.19	0.00004278
70	0.000521	34.240428	0.914488	47.54	0.00004024
71	0.000540	34.111735	0.913199	47.61	0.00003776
72	0.000520	34.189173	0.914842	45.33	0.00003534
73	0.000525	34.406477	0.918042	45.32	0.00003299
74	0.000520	34.398270	0.918341	49.21	0.00003070
75	0.000501	34.441791	0.918559	46.56	0.00002849
76	0.000499	34.419980	0.917186	44.98	0.00002635
77	0.000509	34.449612	0.918870	46.87	0.00002428
78	0.000514	34.496561	0.918718	47.20	0.00002229
79	0.000508	34.488855	0.919662	46.71	0.00002038
80	0.000497	34.447427	0.918665	48.11	0.00001854
81	0.000502	34.506647	0.918727	51.12	0.00001680
82	0.000503	34.558067	0.919417	43.86	0.00001513
83	0.000498	34.553724	0.919317	45.57	0.00001355
84	0.000496	34.506829	0.918721	41.40	0.00001206
85	0.000515	34.569993	0.919617	45.77	0.00001066
86	0.000500	34.571088	0.919224	45.81	0.00000935
87	0.000517	34.592533	0.919529	46.80	0.00000813
88	0.000502	34.567181	0.919587	46.53	0.00000700
89	0.000491	34.594510	0.919276	48.74	0.00000597
90	0.000483	34.580827	0.919128	44.29	0.00000503
91	0.000505	34.571758	0.919444	49.03	0.00000419
92	0.000528	34.591061	0.919334	46.96	0.00000344
93	0.000499	34.578431	0.919155	48.20	0.00000280
94	0.000493	34.597742	0.919495	44.26	0.00000225
95	0.000504	34.595254	0.919344	47.81	0.00000180
96	0.000495	34.614407	0.919911	47.19	0.00000145
97	0.000505	34.619889	0.919958	47.85	0.00000120
98	0.000484	34.614137	0.919855	46.73	0.00000105
99	0.000490	34.611266	0.919880	51.48	0.00000100
