epoch	loss	psnr	ssim	time_s	lr
0	0.007763	26.954405	0.791307	87.74	0.00020000
1	0.002502	28.846972	0.839338	64.29	0.00019995
2	0.001753	29.042809	0.828404	62.18	0.00019980
3	0.001566	29.859556	0.861838	62.24	0.00019955
4	0.001451	29.560964	0.864303	65.66	0.00019920
5	0.001377	30.501547	0.865195	57.98	0.00019875
6	0.001195	30.413842	0.874040	60.72	0.00019820
7	0.001173	30.057708	0.870080	60.29	0.00019756
8	0.001094	29.743377	0.873089	62.89	0.00019681
9	0.001219	31.072140	0.874423	60.71	0.00019597
10	0.001066	30.279924	0.873431	64.90	0.00019503
11	0.000972	30.767097	0.881262	63.79	0.00019400
12	0.000994	31.486087	0.883608	61.59	0.00019287
13	0.000978	31.719488	0.882084	60.24	0.00019165
14	0.000985	32.235633	0.884049	64.54	0.00019034
15	0.000898	32.056553	0.887127	63.74	0.00018894
16	0.000881	32.259818	0.887243	64.78	0.00018745
17	0.000952	32.457869	0.889824	62.60	0.00018587
18	0.000815	32.167320	0.888382	62.39	0.00018420
19	0.000857	32.150972	0.887319	59.35	0.00018246
20	0.000854	32.292422	0.891578	61.21	0.00018062
21	0.000797	32.565235	0.891751	59.90	0.00017871
22	0.000864	32.279184	0.891607	62.07	0.00017672
23	0.000759	32.870865	0.893767	62.72	0.00017465
24	0.000822	32.728911	0.894545	60.12	0.00017251
25	0.000781	32.798720	0.894606	64.98	0.00017030
26	0.000783	32.012264	0.896133	63.12	0.00016801
27	0.000797	32.649355	0.897792	64.30	0.00016566
28	0.000786	32.696089	0.896493	64.89	0.00016324
29	0.000740	32.964975	0.897316	63.11	0.00016076
30	0.000703	33.079908	0.898932	58.23	0.00015822
31	0.000696	32.673020	0.898238	60.31	0.00015562
32	0.000715	33.094712	0.897346	61.68	0.00015296
33	0.000749	32.680703	0.901441	58.94	0.00015025
34	0.000686	32.858489	0.901683	60.82	0.00014749
35	0.000680	33.020383	0.902350	63.26	0.00014468
36	0.000754	32.254740	0.898712	60.51	0.00014183
37	0.000657	33.393925	0.903942	63.03	0.00013894
38	0.000667	32.936863	0.904307	64.26	0.00013601
39	0.000643	33.298069	0.910778	59.50	0.00013304
40	0.000667	33.346766	0.907178	62.85	0.00013004
41	0.000638	32.473566	0.907040	66.38	0.00012701
42	0.000658	33.501787	0.905971	62.94	0.00012396
43	0.000639	33.230943	0.901773	65.81	0.00012088
44	0.000638	33.808460	0.912947	62.13	0.00011778
45	0.000619	33.523496	0.912019	60.53	0.00011466
46	0.000608	33.450011	0.909515	64.45	0.00011153
47	0.000614	33.748789	0.906670	65.01	0.00010839
48	0.000599	33.650409	0.909131	60.85	0.00010523
49	0.000603	33.879599	0.909381	63.24	0.00010208
50	0.000610	33.910918	0.914519	61.35	0.00009892
51	0.000586	34.059024	0.913995	61.72	0.00009577
52	0.000555	33.956558	0.912866	63.91	0.00009261
53	0.000586	33.980991	0.913592	62.39	0.00008947
54	0.000569	34.129696	0.915519	60.38	0.00008634
55	0.000563	33.652555	0.911289	62.68	0.00008322
56	0.000559	33.578663	0.911158	61.16	0.00008012
57	0.000536	34.093741	0.911980	64.48	0.00007704
58	0.000538	34.061160	0.913494	64.36	0.00007399
59	0.000543	34.082637	0.914260	64.68	0.00007096
60	0.000544	34.295463	0.914705	61.80	0.00006796
61	0.000537	34.175877	0.912709	62.29	0.00006499
62	0.000541	34.249896	0.914362	60.58	0.00006206
63	0.000531	34.025282	0.914639	61.41	0.00005917
64	0.000560	34.145978	0.916584	59.33	0.00005632
65	0.000511	34.273605	0.916015	67.02	0.00005351
66	0.000530	34.358841	0.916559	61.75	0.00005075
67	0.000526	34.345486	0.915918	60.68	0.00004804
68	0.000511	34.081815	0.914987	59.45	0.00004538
69	0.000511	34.406467	0.916949	61.62	0.00004278
70	0.000526	34.325197	0.918342	62.83	0.00004024
71	0.000516	34.376013	0.916220	61.35	0.00003776
72	0.000502	34.385778	0.917508	62.92	0.00003534
73	0.000530	34.501474	0.917733	62.20	0.00003299
74	0.000517	34.423161	0.917319	62.70	0.00003070
75	0.000502	34.556031	0.918722	61.50	0.00002849
76	0.000511	34.447558	0.917560	64.02	0.00002635
77	0.000502	34.551184	0.917438	63.33	0.00002428
78	0.000488	34.525960	0.916821	63.50	0.00002229
79	0.000514	34.535721	0.917933	62.93	0.00002038
80	0.000499	34.522017	0.917569	58.99	0.00001854
81	0.000498	34.644615	0.918843	66.43	0.00001680
82	0.000503	34.664698	0.919294	64.08	0.00001513
83	0.000497	34.598131	0.917426	63.46	0.00001355
84	0.000499	34.582142	0.918139	62.23	0.00001206
85	0.000486	34.643387	0.918925	64.47	0.00001066
86	0.000486	34.650054	0.918639	57.71	0.00000935
87	0.000503	34.606280	0.918189	64.27	0.00000813
88	0.000497	34.643104	0.918430	59.01	0.00000700
89	0.000494	34.647317	0.918139	64.21	0.00000597
90	0.000480	34.624828	0.917693	59.44	0.00000503
91	0.000485	34.652761	0.918030	67.19	0.00000419
92	0.000481	34.656755	0.918266	62.26	0.00000344
93	0.000480	34.663913	0.918477	58.15	0.00000280
94	0.000482	34.678559	0.918638	65.97	0.00000225
95	0.000514	34.674712	0.918493	59.88	0.00000180
96	0.000507	34.664220	0.918560	63.90	0.00000145
97	0.000497	34.661028	0.918408	62.48	0.00000120
98	0.000482	34.663069	0.918523	64.78	0.00000105
99	0.000491	34.664127	0.918605	65.81	0.00000100
