epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.007819	26.239812	0.800406	118.79	0.00020000	random	96x192,192x384,384x768	1
1	0.002419	28.882161	0.841064	93.96	0.00019995	random	96x192,192x384,384x768	1
2	0.001779	29.390826	0.856624	85.17	0.00019980	random	96x192,192x384,384x768	1
3	0.001481	30.057876	0.853704	90.15	0.00019955	random	96x192,192x384,384x768	1
4	0.001397	28.658993	0.852100	86.45	0.00019920	random	96x192,192x384,384x768	1
5	0.001259	30.659908	0.866609	99.91	0.00019875	random	96x192,192x384,384x768	1
6	0.001215	30.305907	0.863032	91.07	0.00019820	random	96x192,192x384,384x768	1
7	0.001176	30.923397	0.873542	80.21	0.00019756	random	96x192,192x384,384x768	1
8	0.001234	30.749203	0.874208	80.67	0.00019681	random	96x192,192x384,384x768	1
9	0.001136	31.713435	0.878528	80.41	0.00019597	random	96x192,192x384,384x768	1
10	0.000966	31.891469	0.880187	89.20	0.00019503	random	96x192,192x384,384x768	1
11	0.001010	31.309234	0.882315	87.27	0.00019400	random	96x192,192x384,384x768	1
12	0.000987	30.426341	0.878245	83.27	0.00019287	random	96x192,192x384,384x768	1
13	0.000972	31.206587	0.882893	88.16	0.00019165	random	96x192,192x384,384x768	1
14	0.000961	32.124158	0.885048	78.52	0.00019034	random	96x192,192x384,384x768	1
15	0.000968	32.111094	0.886110	90.80	0.00018894	random	96x192,192x384,384x768	1
16	0.000960	31.409731	0.889421	84.58	0.00018745	random	96x192,192x384,384x768	1
17	0.000904	31.430491	0.889723	87.02	0.00018587	random	96x192,192x384,384x768	1
18	0.000843	32.166330	0.891560	89.33	0.00018420	random	96x192,192x384,384x768	1
19	0.000845	31.926492	0.890659	84.44	0.00018246	random	96x192,192x384,384x768	1
20	0.000885	31.151047	0.892631	83.98	0.00018062	random	96x192,192x384,384x768	1
21	0.000815	32.352978	0.893168	72.31	0.00017871	random	96x192,192x384,384x768	1
22	0.000797	31.887154	0.890632	83.28	0.00017672	random	96x192,192x384,384x768	1
23	0.000914	32.819927	0.895494	82.74	0.00017465	random	96x192,192x384,384x768	1
24	0.000765	33.030759	0.895703	84.44	0.00017251	random	96x192,192x384,384x768	1
25	0.000782	32.567287	0.895157	86.72	0.00017030	random	96x192,192x384,384x768	1
26	0.000762	32.704053	0.892098	84.27	0.00016801	random	96x192,192x384,384x768	1
27	0.000768	33.109681	0.898954	90.52	0.00016566	random	96x192,192x384,384x768	1
28	0.000797	32.342681	0.898956	83.80	0.00016324	random	96x192,192x384,384x768	1
29	0.000764	33.004014	0.900055	83.32	0.00016076	random	96x192,192x384,384x768	1
30	0.000707	32.788943	0.903859	87.58	0.00015822	random	96x192,192x384,384x768	1
31	0.000721	33.207361	0.899605	75.95	0.00015562	random	96x192,192x384,384x768	1
32	0.000765	32.726319	0.897048	82.33	0.00015296	random	96x192,192x384,384x768	1
33	0.000688	31.403174	0.896812	85.56	0.00015025	random	96x192,192x384,384x768	1
34	0.000712	33.391568	0.900018	85.15	0.00014749	random	96x192,192x384,384x768	1
35	0.000709	32.769415	0.901133	93.12	0.00014468	random	96x192,192x384,384x768	1
36	0.000678	33.191790	0.901096	89.67	0.00014183	random	96x192,192x384,384x768	1
37	0.000661	33.369780	0.902270	87.76	0.00013894	random	96x192,192x384,384x768	1
38	0.000656	33.486472	0.906145	82.94	0.00013601	random	96x192,192x384,384x768	1
39	0.000671	33.436075	0.906414	80.80	0.00013304	random	96x192,192x384,384x768	1
40	0.000646	33.386995	0.906288	81.80	0.00013004	random	96x192,192x384,384x768	1
41	0.000633	33.276602	0.904203	86.12	0.00012701	random	96x192,192x384,384x768	1
42	0.000648	33.476974	0.908375	90.24	0.00012396	random	96x192,192x384,384x768	1
43	0.000643	33.451948	0.905236	83.90	0.00012088	random	96x192,192x384,384x768	1
44	0.000625	33.798148	0.907491	97.91	0.00011778	random	96x192,192x384,384x768	1
45	0.000609	33.478049	0.903640	87.75	0.00011466	random	96x192,192x384,384x768	1
46	0.000622	33.923315	0.908757	87.46	0.00011153	random	96x192,192x384,384x768	1
47	0.000630	33.720547	0.908131	81.96	0.00010839	random	96x192,192x384,384x768	1
48	0.000596	33.314750	0.907811	83.94	0.00010523	random	96x192,192x384,384x768	1
49	0.000606	33.834243	0.905073	81.39	0.00010208	random	96x192,192x384,384x768	1
50	0.000592	33.816328	0.907601	85.79	0.00009892	random	96x192,192x384,384x768	1
51	0.000598	33.453493	0.911118	89.10	0.00009577	random	96x192,192x384,384x768	1
52	0.000588	33.918712	0.909222	85.78	0.00009261	random	96x192,192x384,384x768	1
53	0.000578	33.924552	0.911799	88.26	0.00008947	random	96x192,192x384,384x768	1
54	0.000575	34.070898	0.911768	80.09	0.00008634	random	96x192,192x384,384x768	1
55	0.000573	34.125223	0.912815	90.57	0.00008322	random	96x192,192x384,384x768	1
56	0.000557	34.102722	0.911170	87.84	0.00008012	random	96x192,192x384,384x768	1
57	0.000535	34.118914	0.912563	83.44	0.00007704	random	96x192,192x384,384x768	1
58	0.000545	33.839974	0.912992	79.48	0.00007399	random	96x192,192x384,384x768	1
59	0.000563	34.195558	0.913627	91.70	0.00007096	random	96x192,192x384,384x768	1
60	0.000534	34.064388	0.916133	86.18	0.00006796	random	96x192,192x384,384x768	1
61	0.000530	34.329322	0.915582	82.02	0.00006499	random	96x192,192x384,384x768	1
62	0.000551	34.179639	0.912991	80.27	0.00006206	random	96x192,192x384,384x768	1
63	0.000531	34.192683	0.915658	82.03	0.00005917	random	96x192,192x384,384x768	1
64	0.000545	34.289507	0.913755	82.01	0.00005632	random	96x192,192x384,384x768	1
65	0.000530	34.362011	0.915740	88.10	0.00005351	random	96x192,192x384,384x768	1
66	0.000541	34.426670	0.917276	85.25	0.00005075	random	96x192,192x384,384x768	1
67	0.000512	34.386230	0.914404	89.21	0.00004804	random	96x192,192x384,384x768	1
68	0.000520	34.461414	0.917632	82.46	0.00004538	random	96x192,192x384,384x768	1
69	0.000506	34.515395	0.915239	89.75	0.00004278	random	96x192,192x384,384x768	1
70	0.000505	34.533886	0.917887	83.44	0.00004024	random	96x192,192x384,384x768	1
71	0.000506	34.536409	0.916811	82.66	0.00003776	random	96x192,192x384,384x768	1
72	0.000518	34.490220	0.916410	85.21	0.00003534	random	96x192,192x384,384x768	1
73	0.000509	34.550018	0.917454	89.54	0.00003299	random	96x192,192x384,384x768	1
74	0.000495	34.586048	0.919676	86.81	0.00003070	random	96x192,192x384,384x768	1
75	0.000522	34.582685	0.918970	77.95	0.00002849	random	96x192,192x384,384x768	1
76	0.000505	34.650401	0.918877	84.90	0.00002635	random	96x192,192x384,384x768	1
77	0.000501	34.695528	0.919603	80.96	0.00002428	random	96x192,192x384,384x768	1
78	0.000501	34.668791	0.918726	91.27	0.00002229	random	96x192,192x384,384x768	1
79	0.000507	34.586005	0.917880	81.36	0.00002038	random	96x192,192x384,384x768	1
80	0.000483	34.720188	0.918653	87.31	0.00001854	random	96x192,192x384,384x768	1
81	0.000488	34.682596	0.919841	87.28	0.00001680	random	96x192,192x384,384x768	1
82	0.000501	34.687193	0.919173	85.25	0.00001513	random	96x192,192x384,384x768	1
83	0.000487	34.651935	0.918258	82.59	0.00001355	random	96x192,192x384,384x768	1
84	0.000495	34.745334	0.919387	93.12	0.00001206	random	96x192,192x384,384x768	1
85	0.000493	34.714361	0.918615	88.98	0.00001066	random	96x192,192x384,384x768	1
86	0.000483	34.757392	0.919687	92.41	0.00000935	random	96x192,192x384,384x768	1
87	0.000476	34.784171	0.919763	86.32	0.00000813	random	96x192,192x384,384x768	1
88	0.000495	34.788301	0.919666	83.98	0.00000700	random	96x192,192x384,384x768	1
89	0.000481	34.758858	0.919494	81.03	0.00000597	random	96x192,192x384,384x768	1
90	0.000489	34.798097	0.920415	89.98	0.00000503	random	96x192,192x384,384x768	1
