epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.006973	27.661447	0.825319	79.93	0.00020000	random	96x192,192x384,384x768	1
1	0.001866	28.966773	0.851844	72.69	0.00019995	random	96x192,192x384,384x768	1
2	0.001487	29.979946	0.856308	71.92	0.00019980	random	96x192,192x384,384x768	1
3	0.001306	30.645616	0.872489	69.95	0.00019955	random	96x192,192x384,384x768	1
4	0.001228	30.146436	0.875803	68.51	0.00019920	random	96x192,192x384,384x768	1
5	0.001304	30.744538	0.877217	70.41	0.00019875	random	96x192,192x384,384x768	1
6	0.001122	31.594730	0.879803	71.43	0.00019820	random	96x192,192x384,384x768	1
7	0.001052	30.444543	0.878785	62.14	0.00019756	random	96x192,192x384,384x768	1
8	0.001125	32.006480	0.879889	63.33	0.00019681	random	96x192,192x384,384x768	1
9	0.000974	32.030776	0.883770	65.50	0.00019597	random	96x192,192x384,384x768	1
10	0.000928	31.610958	0.884670	71.88	0.00019503	random	96x192,192x384,384x768	1
11	0.000930	29.940284	0.883186	65.64	0.00019400	random	96x192,192x384,384x768	1
12	0.000938	31.292719	0.883056	69.66	0.00019287	random	96x192,192x384,384x768	1
13	0.000940	31.054869	0.884425	69.59	0.00019165	random	96x192,192x384,384x768	1
14	0.000920	32.350309	0.887470	66.70	0.00019034	random	96x192,192x384,384x768	1
15	0.000867	31.860088	0.888756	67.02	0.00018894	random	96x192,192x384,384x768	1
16	0.000900	31.283776	0.889034	65.05	0.00018745	random	96x192,192x384,384x768	1
17	0.000863	30.852803	0.890981	64.62	0.00018587	random	96x192,192x384,384x768	1
18	0.000835	32.386778	0.892305	65.11	0.00018420	random	96x192,192x384,384x768	1
19	0.000820	32.295902	0.894329	69.43	0.00018246	random	96x192,192x384,384x768	1
20	0.000803	32.376173	0.895266	67.01	0.00018062	random	96x192,192x384,384x768	1
21	0.000799	32.392124	0.898265	66.55	0.00017871	random	96x192,192x384,384x768	1
22	0.000790	32.804374	0.898204	66.03	0.00017672	random	96x192,192x384,384x768	1
23	0.000801	32.214371	0.896108	68.42	0.00017465	random	96x192,192x384,384x768	1
24	0.000774	32.662481	0.899283	72.58	0.00017251	random	96x192,192x384,384x768	1
25	0.000768	32.763581	0.901017	66.71	0.00017030	random	96x192,192x384,384x768	1
26	0.000759	32.931896	0.897920	64.98	0.00016801	random	96x192,192x384,384x768	1
27	0.000754	32.944462	0.900669	66.85	0.00016566	random	96x192,192x384,384x768	1
28	0.000690	33.108183	0.899310	69.29	0.00016324	random	96x192,192x384,384x768	1
29	0.000706	33.263549	0.902875	61.66	0.00016076	random	96x192,192x384,384x768	1
30	0.000696	32.302383	0.901980	66.72	0.00015822	random	96x192,192x384,384x768	1
31	0.000735	31.117616	0.902315	70.52	0.00015562	random	96x192,192x384,384x768	1
32	0.000705	33.256012	0.905277	63.84	0.00015296	random	96x192,192x384,384x768	1
33	0.000703	33.443264	0.906353	66.27	0.00015025	random	96x192,192x384,384x768	1
34	0.000649	33.418778	0.906361	65.78	0.00014749	random	96x192,192x384,384x768	1
35	0.000655	32.823929	0.897057	70.46	0.00014468	random	96x192,192x384,384x768	1
36	0.000655	32.723224	0.903643	69.09	0.00014183	random	96x192,192x384,384x768	1
37	0.000629	32.897333	0.906653	64.32	0.00013894	random	96x192,192x384,384x768	1
38	0.000640	32.819162	0.899501	67.38	0.00013601	random	96x192,192x384,384x768	1
39	0.000621	33.437747	0.910499	67.70	0.00013304	random	96x192,192x384,384x768	1
40	0.000595	33.672420	0.913190	67.62	0.00013004	random	96x192,192x384,384x768	1
41	0.000573	33.841988	0.912200	63.66	0.00012701	random	96x192,192x384,384x768	1
42	0.000565	33.619080	0.913736	68.20	0.00012396	random	96x192,192x384,384x768	1
43	0.000579	33.835250	0.912498	60.93	0.00012088	random	96x192,192x384,384x768	1
44	0.000544	34.186357	0.912589	71.29	0.00011778	random	96x192,192x384,384x768	1
45	0.000556	34.097322	0.913431	67.68	0.00011466	random	96x192,192x384,384x768	1
46	0.000542	34.090043	0.915932	69.75	0.00011153	random	96x192,192x384,384x768	1
47	0.000555	33.877865	0.918036	67.05	0.00010839	random	96x192,192x384,384x768	1
48	0.000533	33.641832	0.914298	68.51	0.00010523	random	96x192,192x384,384x768	1
49	0.000514	33.859202	0.914629	72.36	0.00010208	random	96x192,192x384,384x768	1
50	0.000526	34.195312	0.916785	69.32	0.00009892	random	96x192,192x384,384x768	1
51	0.000509	34.087729	0.917254	68.42	0.00009577	random	96x192,192x384,384x768	1
52	0.000490	34.429106	0.919359	71.33	0.00009261	random	96x192,192x384,384x768	1
53	0.000517	34.243691	0.916559	65.90	0.00008947	random	96x192,192x384,384x768	1
54	0.000490	34.255199	0.915609	63.16	0.00008634	random	96x192,192x384,384x768	1
55	0.000515	33.762846	0.917715	62.48	0.00008322	random	96x192,192x384,384x768	1
56	0.000483	34.560698	0.921028	73.39	0.00008012	random	96x192,192x384,384x768	1
57	0.000489	34.405057	0.919974	75.00	0.00007704	random	96x192,192x384,384x768	1
58	0.000493	34.501929	0.919438	64.44	0.00007399	random	96x192,192x384,384x768	1
59	0.000472	34.371148	0.918707	70.92	0.00007096	random	96x192,192x384,384x768	1
60	0.000498	34.668140	0.921482	68.54	0.00006796	random	96x192,192x384,384x768	1
61	0.000467	34.446190	0.920567	69.55	0.00006499	random	96x192,192x384,384x768	1
62	0.000485	34.737007	0.922477	64.66	0.00006206	random	96x192,192x384,384x768	1
63	0.000478	34.725478	0.923160	68.58	0.00005917	random	96x192,192x384,384x768	1
64	0.000465	34.678802	0.922914	72.45	0.00005632	random	96x192,192x384,384x768	1
65	0.000471	34.711042	0.922050	67.41	0.00005351	random	96x192,192x384,384x768	1
66	0.000456	34.756861	0.921768	68.07	0.00005075	random	96x192,192x384,384x768	1
67	0.000461	34.609479	0.922952	67.77	0.00004804	random	96x192,192x384,384x768	1
68	0.000471	34.734344	0.923029	69.74	0.00004538	random	96x192,192x384,384x768	1
69	0.000453	34.765032	0.921046	67.67	0.00004278	random	96x192,192x384,384x768	1
70	0.000454	34.801803	0.922691	69.93	0.00004024	random	96x192,192x384,384x768	1
71	0.000463	34.843081	0.922373	65.79	0.00003776	random	96x192,192x384,384x768	1
72	0.000452	34.787174	0.923441	74.15	0.00003534	random	96x192,192x384,384x768	1
73	0.000458	34.688308	0.923532	69.06	0.00003299	random	96x192,192x384,384x768	1
74	0.000442	34.882468	0.922408	68.36	0.00003070	random	96x192,192x384,384x768	1
75	0.000457	34.908591	0.924267	62.41	0.00002849	random	96x192,192x384,384x768	1
76	0.000436	34.913706	0.923326	66.40	0.00002635	random	96x192,192x384,384x768	1
77	0.000438	34.938202	0.923277	67.63	0.00002428	random	96x192,192x384,384x768	1
78	0.000437	34.965416	0.924282	65.69	0.00002229	random	96x192,192x384,384x768	1
79	0.000448	34.931435	0.923437	68.47	0.00002038	random	96x192,192x384,384x768	1
80	0.000442	35.005904	0.924200	68.07	0.00001854	random	96x192,192x384,384x768	1
81	0.000433	34.999461	0.924599	70.23	0.00001680	random	96x192,192x384,384x768	1
82	0.000442	34.989957	0.924598	66.44	0.00001513	random	96x192,192x384,384x768	1
83	0.000431	34.969644	0.925596	68.47	0.00001355	random	96x192,192x384,384x768	1
84	0.000450	35.047264	0.924700	69.15	0.00001206	random	96x192,192x384,384x768	1
85	0.000451	35.010423	0.924450	65.64	0.00001066	random	96x192,192x384,384x768	1
86	0.000435	35.016950	0.923966	64.54	0.00000935	random	96x192,192x384,384x768	1
87	0.000441	35.029720	0.924261	77.89	0.00000813	random	96x192,192x384,384x768	1
88	0.000438	35.032203	0.923572	65.54	0.00000700	random	96x192,192x384,384x768	1
89	0.000422	35.031675	0.923911	73.35	0.00000597	random	96x192,192x384,384x768	1
90	0.000434	35.047767	0.924642	65.99	0.00000503	random	96x192,192x384,384x768	1
91	0.000426	35.036407	0.924510	70.21	0.00000419	random	96x192,192x384,384x768	1
92	0.000443	35.042761	0.924293	65.42	0.00000344	random	96x192,192x384,384x768	1
93	0.000435	35.059098	0.924539	69.23	0.00000280	random	96x192,192x384,384x768	1
94	0.000439	35.051988	0.924382	65.90	0.00000225	random	96x192,192x384,384x768	1
95	0.000443	35.051663	0.924280	68.57	0.00000180	random	96x192,192x384,384x768	1
96	0.000445	35.051718	0.924294	69.63	0.00000145	random	96x192,192x384,384x768	1
97	0.000425	35.057117	0.924335	72.12	0.00000120	random	96x192,192x384,384x768	1
98	0.000447	35.049710	0.924439	72.32	0.00000105	random	96x192,192x384,384x768	1
99	0.000451	35.045525	0.924382	72.32	0.00000100	random	96x192,192x384,384x768	1
