epoch	loss	psnr	ssim	time_s	lr
0	0.009000	27.627246	0.801357	127.16	0.00020000
1	0.002299	28.974958	0.836758	84.64	0.00019995
2	0.001713	29.447005	0.837046	85.32	0.00019980
3	0.001543	30.448510	0.862220	87.27	0.00019955
4	0.001402	30.537521	0.865535	84.06	0.00019920
5	0.001352	29.877124	0.862938	84.08	0.00019875
6	0.001203	30.851377	0.871317	88.27	0.00019820
7	0.001121	30.653864	0.871688	82.60	0.00019756
8	0.001107	31.377329	0.873507	90.46	0.00019681
9	0.001112	31.427109	0.876048	77.50	0.00019597
10	0.001042	31.112321	0.879246	93.96	0.00019503
11	0.001021	31.923177	0.876215	91.97	0.00019400
12	0.000950	32.179021	0.882060	87.56	0.00019287
13	0.000908	31.589642	0.883410	81.97	0.00019165
14	0.000963	32.137781	0.882599	96.00	0.00019034
15	0.000921	32.076251	0.886392	83.25	0.00018894
16	0.000902	32.418927	0.886221	93.38	0.00018745
17	0.000913	32.516321	0.889796	78.72	0.00018587
18	0.000838	32.235640	0.891394	86.75	0.00018420
19	0.000842	32.007336	0.889573	89.19	0.00018246
20	0.000818	31.423624	0.893299	88.61	0.00018062
21	0.000801	32.537919	0.891412	98.54	0.00017871
22	0.000806	32.584369	0.894329	83.80	0.00017672
23	0.000823	31.988428	0.892869	86.65	0.00017465
24	0.000779	32.550244	0.895409	88.68	0.00017251
25	0.000780	32.712413	0.897465	76.84	0.00017030
26	0.000774	32.538139	0.898400	90.10	0.00016801
27	0.000782	31.635235	0.894976	86.48	0.00016566
28	0.000739	33.164182	0.900559	87.51	0.00016324
29	0.000738	32.986819	0.900614	88.45	0.00016076
30	0.000723	33.210508	0.901446	86.98	0.00015822
31	0.000735	31.531630	0.901348	89.84	0.00015562
32	0.000704	32.631694	0.900526	88.30	0.00015296
33	0.000707	32.980103	0.898808	91.57	0.00015025
34	0.000703	33.244839	0.902631	89.01	0.00014749
35	0.000688	32.216172	0.901334	85.53	0.00014468
36	0.000676	33.206080	0.904311	95.57	0.00014183
37	0.000665	33.361832	0.905391	83.04	0.00013894
38	0.000659	33.681259	0.908572	90.92	0.00013601
39	0.000646	33.476168	0.909163	92.42	0.00013304
40	0.000635	33.678546	0.910781	92.64	0.00013004
41	0.000630	33.631846	0.905999	92.50	0.00012701
42	0.000629	33.782617	0.910488	89.00	0.00012396
43	0.000630	33.214325	0.908296	87.69	0.00012088
44	0.000612	33.696419	0.908915	89.18	0.00011778
45	0.000613	33.827892	0.909108	91.28	0.00011466
46	0.000601	33.525847	0.907431	87.55	0.00011153
47	0.000602	33.772296	0.909468	85.87	0.00010839
48	0.000604	33.561813	0.912834	84.49	0.00010523
49	0.000598	33.802732	0.912181	84.81	0.00010208
50	0.000576	34.010959	0.912273	94.65	0.00009892
51	0.000571	34.054599	0.911827	93.23	0.00009577
52	0.000538	34.080613	0.913081	92.59	0.00009261
53	0.000581	34.029504	0.913637	85.71	0.00008947
54	0.000568	34.041920	0.913886	86.70	0.00008634
55	0.000553	33.819865	0.913196	81.74	0.00008322
56	0.000531	34.225030	0.914671	82.47	0.00008012
57	0.000531	34.267151	0.915335	85.14	0.00007704
58	0.000547	34.114701	0.915287	96.07	0.00007399
59	0.000527	34.277933	0.916146	89.84	0.00007096
60	0.000535	34.084133	0.916652	83.72	0.00006796
61	0.000515	34.429483	0.918022	83.20	0.00006499
62	0.000526	34.193068	0.914867	86.25	0.00006206
63	0.000518	34.363726	0.915429	85.42	0.00005917
64	0.000517	34.464202	0.919402	89.69	0.00005632
65	0.000514	34.438649	0.918592	91.97	0.00005351
66	0.000513	34.603889	0.920363	86.56	0.00005075
67	0.000517	34.649525	0.919359	88.53	0.00004804
68	0.000498	34.558526	0.918702	83.39	0.00004538
69	0.000516	34.401803	0.918668	91.80	0.00004278
70	0.000486	34.619149	0.918740	85.93	0.00004024
71	0.000483	34.572996	0.919432	92.77	0.00003776
72	0.000494	34.711069	0.920402	85.90	0.00003534
73	0.000495	34.813510	0.920522	94.36	0.00003299
74	0.000484	34.787387	0.921881	89.19	0.00003070
75	0.000476	34.802309	0.921749	92.03	0.00002849
76	0.000500	34.744645	0.919996	86.41	0.00002635
77	0.000478	34.730490	0.920431	85.14	0.00002428
78	0.000475	34.825959	0.922254	88.03	0.00002229
79	0.000470	34.850282	0.921838	80.79	0.00002038
80	0.000478	34.721878	0.919070	86.88	0.00001854
81	0.000462	34.842869	0.922177	88.99	0.00001680
82	0.000484	34.835404	0.920775	91.37	0.00001513
83	0.000493	34.865125	0.921095	88.86	0.00001355
84	0.000491	34.870462	0.921072	95.48	0.00001206
85	0.000476	34.877356	0.920824	93.75	0.00001066
86	0.000472	34.870634	0.921507	83.69	0.00000935
87	0.000467	34.834139	0.921103	89.00	0.00000813
88	0.000488	34.876520	0.920869	87.04	0.00000700
89	0.000470	34.857140	0.920887	83.80	0.00000597
90	0.000462	34.877244	0.920963	92.28	0.00000503
91	0.000461	34.889606	0.920990	89.44	0.00000419
92	0.000481	34.896615	0.921496	89.46	0.00000344
93	0.000462	34.900683	0.921413	88.56	0.00000280
94	0.000473	34.902831	0.921336	88.41	0.00000225
95	0.000472	34.908420	0.921434	87.84	0.00000180
96	0.000461	34.912613	0.921453	91.69	0.00000145
97	0.000454	34.909009	0.921345	81.84	0.00000120
98	0.000483	34.917980	0.921514	93.20	0.00000105
99	0.000458	34.917309	0.921555	82.83	0.00000100
