epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.007343	27.569226	0.811821	116.31	0.00020000	random	96x192,192x384,384x768	1
1	0.002270	28.591777	0.840475	82.59	0.00019995	random	96x192,192x384,384x768	1
2	0.001709	29.350745	0.853066	75.30	0.00019980	random	96x192,192x384,384x768	1
3	0.001469	29.942230	0.860401	82.10	0.00019955	random	96x192,192x384,384x768	1
4	0.001347	30.735766	0.866440	78.96	0.00019920	random	96x192,192x384,384x768	1
5	0.001178	30.930170	0.867563	86.30	0.00019875	random	96x192,192x384,384x768	1
6	0.001113	31.383363	0.872757	84.72	0.00019820	random	96x192,192x384,384x768	1
7	0.001134	30.934698	0.875484	85.76	0.00019756	random	96x192,192x384,384x768	1
8	0.001053	30.961369	0.876904	80.33	0.00019681	random	96x192,192x384,384x768	1
9	0.001029	31.785135	0.880629	92.11	0.00019597	random	96x192,192x384,384x768	1
10	0.000982	31.889651	0.882755	72.47	0.00019503	random	96x192,192x384,384x768	1
11	0.000929	32.212485	0.883102	81.76	0.00019400	random	96x192,192x384,384x768	1
12	0.000931	31.370212	0.887116	81.79	0.00019287	random	96x192,192x384,384x768	1
13	0.000889	31.533938	0.885827	87.01	0.00019165	random	96x192,192x384,384x768	1
14	0.000901	31.591265	0.886329	81.17	0.00019034	random	96x192,192x384,384x768	1
15	0.000861	32.145950	0.888306	84.84	0.00018894	random	96x192,192x384,384x768	1
16	0.000846	31.967796	0.889639	83.74	0.00018745	random	96x192,192x384,384x768	1
17	0.000860	31.565712	0.891970	83.02	0.00018587	random	96x192,192x384,384x768	1
18	0.000889	32.589443	0.896072	83.59	0.00018420	random	96x192,192x384,384x768	1
19	0.000843	32.526096	0.897018	85.59	0.00018246	random	96x192,192x384,384x768	1
20	0.000793	31.829526	0.896754	87.02	0.00018062	random	96x192,192x384,384x768	1
21	0.000742	32.604422	0.899396	88.19	0.00017871	random	96x192,192x384,384x768	1
22	0.000762	31.918026	0.895650	85.71	0.00017672	random	96x192,192x384,384x768	1
23	0.000759	30.594799	0.895974	87.68	0.00017465	random	96x192,192x384,384x768	1
24	0.000837	32.135975	0.899973	79.82	0.00017251	random	96x192,192x384,384x768	1
25	0.000789	32.681333	0.902546	90.32	0.00017030	random	96x192,192x384,384x768	1
26	0.000727	33.037501	0.900578	82.84	0.00016801	random	96x192,192x384,384x768	1
27	0.000696	32.285908	0.903453	81.51	0.00016566	random	96x192,192x384,384x768	1
28	0.000745	33.016880	0.905959	86.71	0.00016324	random	96x192,192x384,384x768	1
29	0.000707	32.693795	0.905734	79.16	0.00016076	random	96x192,192x384,384x768	1
30	0.000686	33.029810	0.903756	83.96	0.00015822	random	96x192,192x384,384x768	1
31	0.000747	33.048023	0.905497	89.63	0.00015562	random	96x192,192x384,384x768	1
32	0.000654	33.516294	0.908148	87.67	0.00015296	random	96x192,192x384,384x768	1
33	0.000635	33.433705	0.908808	85.98	0.00015025	random	96x192,192x384,384x768	1
34	0.000655	33.416521	0.907023	84.51	0.00014749	random	96x192,192x384,384x768	1
35	0.000669	33.298737	0.907006	83.57	0.00014468	random	96x192,192x384,384x768	1
36	0.000627	33.417816	0.902553	93.63	0.00014183	random	96x192,192x384,384x768	1
37	0.000612	33.187882	0.907268	77.86	0.00013894	random	96x192,192x384,384x768	1
38	0.000610	33.627189	0.907137	86.65	0.00013601	random	96x192,192x384,384x768	1
39	0.000598	33.338976	0.907478	86.01	0.00013304	random	96x192,192x384,384x768	1
40	0.000605	33.634870	0.910714	88.64	0.00013004	random	96x192,192x384,384x768	1
41	0.000579	33.355657	0.906992	84.70	0.00012701	random	96x192,192x384,384x768	1
42	0.000599	33.771739	0.911612	88.07	0.00012396	random	96x192,192x384,384x768	1
43	0.000598	33.893125	0.917133	88.12	0.00012088	random	96x192,192x384,384x768	1
44	0.000576	33.633489	0.910934	87.16	0.00011778	random	96x192,192x384,384x768	1
45	0.000566	33.820148	0.913875	87.81	0.00011466	random	96x192,192x384,384x768	1
46	0.000558	33.733692	0.914778	83.36	0.00011153	random	96x192,192x384,384x768	1
47	0.000576	33.758381	0.914405	79.09	0.00010839	random	96x192,192x384,384x768	1
48	0.000553	34.253020	0.917145	85.06	0.00010523	random	96x192,192x384,384x768	1
49	0.000532	34.316134	0.917414	87.31	0.00010208	random	96x192,192x384,384x768	1
50	0.000557	34.202886	0.914739	86.13	0.00009892	random	96x192,192x384,384x768	1
51	0.000509	34.055821	0.918620	83.35	0.00009577	random	96x192,192x384,384x768	1
52	0.000541	34.222360	0.915182	88.49	0.00009261	random	96x192,192x384,384x768	1
53	0.000527	33.988939	0.917550	89.72	0.00008947	random	96x192,192x384,384x768	1
54	0.000496	34.328791	0.915182	86.88	0.00008634	random	96x192,192x384,384x768	1
55	0.000529	34.219511	0.916078	88.02	0.00008322	random	96x192,192x384,384x768	1
56	0.000520	34.331480	0.918313	83.12	0.00008012	random	96x192,192x384,384x768	1
57	0.000512	34.476683	0.918500	94.87	0.00007704	random	96x192,192x384,384x768	1
58	0.000516	34.450540	0.919583	84.83	0.00007399	random	96x192,192x384,384x768	1
59	0.000512	34.224483	0.918198	88.60	0.00007096	random	96x192,192x384,384x768	1
60	0.000503	34.483722	0.919739	79.07	0.00006796	random	96x192,192x384,384x768	1
61	0.000502	34.552085	0.919512	84.04	0.00006499	random	96x192,192x384,384x768	1
62	0.000487	34.561245	0.921858	84.36	0.00006206	random	96x192,192x384,384x768	1
63	0.000481	34.642563	0.921297	88.44	0.00005917	random	96x192,192x384,384x768	1
64	0.000477	34.618581	0.920423	76.04	0.00005632	random	96x192,192x384,384x768	1
65	0.000490	34.634146	0.920944	79.27	0.00005351	random	96x192,192x384,384x768	1
66	0.000477	34.682683	0.920013	88.96	0.00005075	random	96x192,192x384,384x768	1
67	0.000487	34.737698	0.920573	88.94	0.00004804	random	96x192,192x384,384x768	1
68	0.000461	34.661010	0.921053	79.93	0.00004538	random	96x192,192x384,384x768	1
69	0.000474	34.656132	0.919235	85.30	0.00004278	random	96x192,192x384,384x768	1
70	0.000472	34.751682	0.921509	84.21	0.00004024	random	96x192,192x384,384x768	1
