epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.005686	28.778811	0.847806	106.82	0.00010000	random	96x192,192x384,384x768	1
1	0.001352	30.789914	0.883252	76.58	0.00010000	random	96x192,192x384,384x768	1
2	0.001009	31.686954	0.900203	74.81	0.00010000	random	96x192,192x384,384x768	1
3	0.000829	32.469425	0.908609	71.89	0.00009999	random	96x192,192x384,384x768	1
4	0.000751	33.222726	0.914772	68.56	0.00009999	random	96x192,192x384,384x768	1
5	0.000682	33.187365	0.920977	72.30	0.00009998	random	96x192,192x384,384x768	1
6	0.000648	33.789066	0.926153	69.64	0.00009997	random	96x192,192x384,384x768	1
7	0.000541	34.234250	0.932733	72.08	0.00009996	random	96x192,192x384,384x768	1
8	0.000520	33.981375	0.934787	72.24	0.00009994	random	96x192,192x384,384x768	1
9	0.000502	35.029064	0.939236	74.81	0.00009993	random	96x192,192x384,384x768	1
10	0.000437	35.012006	0.938850	73.74	0.00009991	random	96x192,192x384,384x768	1
11	0.000416	35.410142	0.944620	69.50	0.00009989	random	96x192,192x384,384x768	1
12	0.000400	35.130707	0.944993	75.17	0.00009987	random	96x192,192x384,384x768	1
13	0.000392	35.761368	0.946969	72.25	0.00009985	random	96x192,192x384,384x768	1
14	0.000397	34.503530	0.946161	74.56	0.00009983	random	96x192,192x384,384x768	1
15	0.000381	34.303230	0.944184	80.08	0.00009980	random	96x192,192x384,384x768	1
16	0.000392	35.909211	0.949026	77.19	0.00009977	random	96x192,192x384,384x768	1
17	0.000329	35.843326	0.949438	78.33	0.00009974	random	96x192,192x384,384x768	1
18	0.000328	35.824067	0.950920	74.97	0.00009971	random	96x192,192x384,384x768	1
19	0.000330	36.523222	0.950722	76.02	0.00009968	random	96x192,192x384,384x768	1
20	0.000322	35.029020	0.948584	72.34	0.00009964	random	96x192,192x384,384x768	1
21	0.000335	34.395971	0.949075	74.47	0.00009961	random	96x192,192x384,384x768	1
22	0.000308	36.228803	0.951048	77.06	0.00009957	random	96x192,192x384,384x768	1
23	0.000337	36.015144	0.950230	71.79	0.00009953	random	96x192,192x384,384x768	1
24	0.000328	35.556568	0.951192	74.94	0.00009949	random	96x192,192x384,384x768	1
25	0.000310	36.606019	0.952684	75.08	0.00009944	random	96x192,192x384,384x768	1
26	0.000325	36.851911	0.951519	65.25	0.00009940	random	96x192,192x384,384x768	1
27	0.000326	36.731985	0.952264	73.06	0.00009935	random	96x192,192x384,384x768	1
28	0.000340	35.498216	0.952041	72.88	0.00009930	random	96x192,192x384,384x768	1
29	0.000304	36.208488	0.952352	68.98	0.00009925	random	96x192,192x384,384x768	1
30	0.000283	36.123141	0.952742	73.64	0.00009920	random	96x192,192x384,384x768	1
31	0.000280	36.341541	0.953121	81.14	0.00009915	random	96x192,192x384,384x768	1
32	0.000286	36.052990	0.939795	72.30	0.00009909	random	96x192,192x384,384x768	1
33	0.000284	36.074146	0.952650	70.83	0.00009903	random	96x192,192x384,384x768	1
34	0.000296	36.339955	0.952576	73.54	0.00009897	random	96x192,192x384,384x768	1
35	0.000287	34.003890	0.951571	65.64	0.00009891	random	96x192,192x384,384x768	1
36	0.000310	37.003465	0.953636	73.72	0.00009885	random	96x192,192x384,384x768	1
37	0.000277	36.664533	0.953435	75.57	0.00009878	random	96x192,192x384,384x768	1
38	0.000280	35.449398	0.951734	71.77	0.00009872	random	96x192,192x384,384x768	1
39	0.000280	36.884515	0.954129	71.57	0.00009865	random	96x192,192x384,384x768	1
40	0.000255	37.284653	0.953620	73.72	0.00009858	random	96x192,192x384,384x768	1
41	0.000271	34.825020	0.952411	76.34	0.00009851	random	96x192,192x384,384x768	1
42	0.000298	36.063882	0.952150	67.48	0.00009844	random	96x192,192x384,384x768	1
43	0.000279	36.947791	0.953918	74.85	0.00009836	random	96x192,192x384,384x768	1
44	0.000280	36.693609	0.953289	81.09	0.00009828	random	96x192,192x384,384x768	1
45	0.000277	37.101523	0.953867	79.32	0.00009821	random	96x192,192x384,384x768	1
46	0.000274	37.368188	0.954314	74.56	0.00009813	random	96x192,192x384,384x768	1
47	0.000254	37.311380	0.954695	76.35	0.00009804	random	96x192,192x384,384x768	1
48	0.000256	37.183957	0.954655	68.22	0.00009796	random	96x192,192x384,384x768	1
49	0.000261	36.450741	0.954563	65.52	0.00009788	random	96x192,192x384,384x768	1
50	0.000279	37.280161	0.954620	76.63	0.00009779	random	96x192,192x384,384x768	1
51	0.000254	37.220989	0.953918	74.95	0.00009770	random	96x192,192x384,384x768	1
52	0.000250	36.975677	0.955141	75.58	0.00009761	random	96x192,192x384,384x768	1
53	0.000258	37.676197	0.955004	76.53	0.00009752	random	96x192,192x384,384x768	1
54	0.000285	37.184529	0.954695	71.18	0.00009742	random	96x192,192x384,384x768	1
55	0.000271	36.977262	0.953195	71.83	0.00009733	random	96x192,192x384,384x768	1
56	0.000256	37.159427	0.954908	76.18	0.00009723	random	96x192,192x384,384x768	1
57	0.000258	37.269482	0.955229	70.34	0.00009713	random	96x192,192x384,384x768	1
58	0.000258	36.957111	0.955201	68.18	0.00009703	random	96x192,192x384,384x768	1
59	0.000257	34.524476	0.953683	71.27	0.00009693	random	96x192,192x384,384x768	1
60	0.000266	36.750634	0.955211	74.87	0.00009683	random	96x192,192x384,384x768	1
61	0.000253	37.453092	0.953601	80.68	0.00009672	random	96x192,192x384,384x768	1
62	0.000246	37.358359	0.954620	69.19	0.00009662	random	96x192,192x384,384x768	1
