epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size	batch_size
0	0.008828	27.101089	0.791265	111.46	0.00020000	random	96x192,192x384,384x768	1
1	0.002120	27.692538	0.820903	83.14	0.00019995	random	96x192,192x384,384x768	1
2	0.001796	29.765082	0.849170	92.81	0.00019980	random	96x192,192x384,384x768	1
3	0.001497	29.781373	0.854052	88.48	0.00019955	random	96x192,192x384,384x768	1
4	0.001448	30.573049	0.862454	77.15	0.00019920	random	96x192,192x384,384x768	1
5	0.001291	30.349421	0.867442	78.74	0.00019875	random	96x192,192x384,384x768	1
6	0.001247	31.050045	0.868827	88.48	0.00019820	random	96x192,192x384,384x768	1
7	0.001221	30.543741	0.868263	81.21	0.00019756	random	96x192,192x384,384x768	1
8	0.001164	31.140126	0.874566	76.52	0.00019681	random	96x192,192x384,384x768	1
9	0.001075	31.394157	0.873772	83.57	0.00019597	random	96x192,192x384,384x768	1
10	0.001038	31.226783	0.875933	81.83	0.00019503	random	96x192,192x384,384x768	1
11	0.001013	30.318438	0.870800	87.94	0.00019400	random	96x192,192x384,384x768	1
12	0.001059	31.309953	0.878229	86.05	0.00019287	random	96x192,192x384,384x768	1
13	0.000944	31.277197	0.879865	82.42	0.00019165	random	96x192,192x384,384x768	1
14	0.000937	32.020361	0.881934	82.91	0.00019034	random	96x192,192x384,384x768	1
15	0.000887	31.072428	0.883391	88.30	0.00018894	random	96x192,192x384,384x768	1
16	0.000904	31.323242	0.877303	85.95	0.00018745	random	96x192,192x384,384x768	1
17	0.000889	32.003023	0.888080	77.79	0.00018587	random	96x192,192x384,384x768	1
18	0.000814	32.188741	0.889781	81.90	0.00018420	random	96x192,192x384,384x768	1
19	0.000873	32.025882	0.892761	84.47	0.00018246	random	96x192,192x384,384x768	1
20	0.000816	32.326070	0.893525	80.32	0.00018062	random	96x192,192x384,384x768	1
21	0.000893	32.650929	0.894512	84.95	0.00017871	random	96x192,192x384,384x768	1
22	0.000793	32.790959	0.895337	78.59	0.00017672	random	96x192,192x384,384x768	1
23	0.000757	32.391483	0.892167	81.17	0.00017465	random	96x192,192x384,384x768	1
24	0.000765	33.132339	0.897366	87.09	0.00017251	random	96x192,192x384,384x768	1
25	0.000739	32.981357	0.899271	84.40	0.00017030	random	96x192,192x384,384x768	1
26	0.000785	32.697025	0.898010	79.60	0.00016801	random	96x192,192x384,384x768	1
27	0.000750	32.408892	0.900365	79.69	0.00016566	random	96x192,192x384,384x768	1
28	0.000757	32.670836	0.896123	90.43	0.00016324	random	96x192,192x384,384x768	1
29	0.000752	31.514804	0.899769	77.21	0.00016076	random	96x192,192x384,384x768	1
30	0.000751	33.142792	0.901917	81.95	0.00015822	random	96x192,192x384,384x768	1
31	0.000734	31.824523	0.900953	81.00	0.00015562	random	96x192,192x384,384x768	1
32	0.000741	32.843818	0.897422	92.40	0.00015296	random	96x192,192x384,384x768	1
33	0.000678	33.071370	0.900477	82.92	0.00015025	random	96x192,192x384,384x768	1
34	0.000685	33.388966	0.903528	83.43	0.00014749	random	96x192,192x384,384x768	1
35	0.000678	33.255829	0.902633	81.84	0.00014468	random	96x192,192x384,384x768	1
36	0.000646	33.126656	0.905133	84.93	0.00014183	random	96x192,192x384,384x768	1
37	0.000663	33.325967	0.906988	83.04	0.00013894	random	96x192,192x384,384x768	1
38	0.000664	31.084660	0.896793	84.88	0.00013601	random	96x192,192x384,384x768	1
39	0.000659	32.782220	0.906397	90.17	0.00013304	random	96x192,192x384,384x768	1
40	0.000652	33.639928	0.912363	82.85	0.00013004	random	96x192,192x384,384x768	1
41	0.000631	33.626620	0.907983	80.68	0.00012701	random	96x192,192x384,384x768	1
42	0.000625	33.607581	0.909658	74.60	0.00012396	random	96x192,192x384,384x768	1
43	0.000629	32.374255	0.903195	88.18	0.00012088	random	96x192,192x384,384x768	1
44	0.000630	33.745997	0.911006	82.40	0.00011778	random	96x192,192x384,384x768	1
45	0.000586	33.375292	0.910328	84.20	0.00011466	random	96x192,192x384,384x768	1
46	0.000603	33.539584	0.911965	79.73	0.00011153	random	96x192,192x384,384x768	1
47	0.000626	33.441449	0.908351	88.68	0.00010839	random	96x192,192x384,384x768	1
48	0.000593	33.738473	0.909303	84.46	0.00010523	random	96x192,192x384,384x768	1
49	0.000576	33.660665	0.913518	79.08	0.00010208	random	96x192,192x384,384x768	1
50	0.000580	34.041188	0.914368	85.73	0.00009892	random	96x192,192x384,384x768	1
51	0.000575	33.856391	0.913986	81.16	0.00009577	random	96x192,192x384,384x768	1
52	0.000582	34.007912	0.911323	87.48	0.00009261	random	96x192,192x384,384x768	1
53	0.000567	33.749951	0.910329	82.98	0.00008947	random	96x192,192x384,384x768	1
54	0.000569	33.850946	0.913145	80.13	0.00008634	random	96x192,192x384,384x768	1
55	0.000564	34.028246	0.916320	77.99	0.00008322	random	96x192,192x384,384x768	1
56	0.000534	34.358397	0.917797	83.78	0.00008012	random	96x192,192x384,384x768	1
57	0.000532	34.223076	0.914203	88.42	0.00007704	random	96x192,192x384,384x768	1
58	0.000525	34.142989	0.913656	79.04	0.00007399	random	96x192,192x384,384x768	1
59	0.000519	34.154394	0.917660	85.30	0.00007096	random	96x192,192x384,384x768	1
60	0.000530	34.403931	0.918695	83.24	0.00006796	random	96x192,192x384,384x768	1
61	0.000522	34.275224	0.915420	83.44	0.00006499	random	96x192,192x384,384x768	1
62	0.000533	34.536201	0.918084	87.50	0.00006206	random	96x192,192x384,384x768	1
63	0.000510	34.411894	0.919662	83.68	0.00005917	random	96x192,192x384,384x768	1
64	0.000511	34.130283	0.914364	82.32	0.00005632	random	96x192,192x384,384x768	1
65	0.000520	34.530777	0.918431	77.23	0.00005351	random	96x192,192x384,384x768	1
66	0.000499	34.647370	0.920834	84.34	0.00005075	random	96x192,192x384,384x768	1
67	0.000507	34.408782	0.918066	78.62	0.00004804	random	96x192,192x384,384x768	1
68	0.000498	34.496341	0.916455	77.16	0.00004538	random	96x192,192x384,384x768	1
69	0.000492	34.603442	0.919817	80.65	0.00004278	random	96x192,192x384,384x768	1
70	0.000490	34.617653	0.918920	84.98	0.00004024	random	96x192,192x384,384x768	1
71	0.000485	34.656735	0.920372	80.18	0.00003776	random	96x192,192x384,384x768	1
72	0.000491	34.640412	0.920397	76.34	0.00003534	random	96x192,192x384,384x768	1
73	0.000486	34.643780	0.918503	88.78	0.00003299	random	96x192,192x384,384x768	1
74	0.000493	34.596156	0.920889	77.44	0.00003070	random	96x192,192x384,384x768	1
75	0.000482	34.735132	0.920896	81.01	0.00002849	random	96x192,192x384,384x768	1
76	0.000479	34.773218	0.921091	86.51	0.00002635	random	96x192,192x384,384x768	1
77	0.000480	34.777844	0.919719	86.58	0.00002428	random	96x192,192x384,384x768	1
78	0.000458	34.713968	0.919579	85.00	0.00002229	random	96x192,192x384,384x768	1
79	0.000485	34.780315	0.921040	87.31	0.00002038	random	96x192,192x384,384x768	1
80	0.000463	34.819388	0.921190	82.90	0.00001854	random	96x192,192x384,384x768	1
81	0.000487	34.759872	0.920788	85.29	0.00001680	random	96x192,192x384,384x768	1
82	0.000471	34.851730	0.921618	81.17	0.00001513	random	96x192,192x384,384x768	1
83	0.000467	34.859484	0.921561	81.12	0.00001355	random	96x192,192x384,384x768	1
84	0.000484	34.833306	0.921629	81.20	0.00001206	random	96x192,192x384,384x768	1
85	0.000473	34.816981	0.921269	82.79	0.00001066	random	96x192,192x384,384x768	1
86	0.000467	34.874669	0.921819	84.28	0.00000935	random	96x192,192x384,384x768	1
87	0.000478	34.880286	0.922542	86.84	0.00000813	random	96x192,192x384,384x768	1
88	0.000463	34.890813	0.921647	84.53	0.00000700	random	96x192,192x384,384x768	1
89	0.000469	34.893982	0.922013	80.02	0.00000597	random	96x192,192x384,384x768	1
90	0.000478	34.883489	0.922326	77.63	0.00000503	random	96x192,192x384,384x768	1
91	0.000481	34.892618	0.922289	75.22	0.00000419	random	96x192,192x384,384x768	1
92	0.000466	34.887171	0.922174	77.46	0.00000344	random	96x192,192x384,384x768	1
93	0.000463	34.890850	0.922070	80.41	0.00000280	random	96x192,192x384,384x768	1
94	0.000476	34.896450	0.921814	85.64	0.00000225	random	96x192,192x384,384x768	1
95	0.000473	34.886715	0.921874	85.67	0.00000180	random	96x192,192x384,384x768	1
96	0.000463	34.888433	0.922002	79.43	0.00000145	random	96x192,192x384,384x768	1
97	0.000453	34.888893	0.922085	81.54	0.00000120	random	96x192,192x384,384x768	1
98	0.000460	34.888114	0.922049	79.81	0.00000105	random	96x192,192x384,384x768	1
99	0.000472	34.889542	0.922066	84.16	0.00000100	random	96x192,192x384,384x768	1
